model_id,feature_set,task,split,fold,real_accuracy,shuffled_accuracy,shuffled_macro_f1,shuffled_majority_accuracy,shuffled_selected_layer
qwen3-0.6b,full_prompt_final,number,root-heldout,0,0.9648936170212766,0.7393617021276596,0.33009838267457564,0.8638297872340426,0
qwen3-0.6b,full_prompt_final,number,root-heldout,1,0.9531914893617022,0.801063829787234,0.3330673582020081,0.8872340425531915,0
qwen3-0.6b,full_prompt_final,number,root-heldout,2,0.9542553191489361,0.7840425531914894,0.3454938476601887,0.824468085106383,8
qwen3-0.6b,full_prompt_final,number,root-heldout,3,0.926595744680851,0.7446808510638298,0.3292622277462964,0.824468085106383,2
qwen3-0.6b,full_prompt_final,number,root-heldout,4,0.9403620873269436,0.7571884984025559,0.3516483516483517,0.8072417465388712,5
qwen3-0.6b,full_prompt_final,pos,lemma-heldout,0,0.8756641870350691,0.5015940488841658,0.32699020056946276,0.6886291179596175,23
qwen3-0.6b,full_prompt_final,pos,lemma-heldout,1,0.874468085106383,0.4734042553191489,0.31080762588995897,0.5989361702127659,0
qwen3-0.6b,full_prompt_final,pos,lemma-heldout,2,0.9063829787234042,0.4808510638297872,0.3280263362093263,0.6382978723404256,21
qwen3-0.6b,full_prompt_final,pos,lemma-heldout,3,0.8882978723404256,0.46595744680851064,0.33311471539768517,0.6351063829787233,19
qwen3-0.6b,full_prompt_final,pos,lemma-heldout,4,0.8351063829787234,0.41595744680851066,0.30263189426890497,0.5840425531914893,20
qwen3-0.6b,full_prompt_final,pos,random,0,0.9489904357066951,0.5249734325185972,0.3320021080154965,0.6291179596174282,0
qwen3-0.6b,full_prompt_final,pos,random,1,0.9531914893617022,0.5255319148936171,0.31655278367942336,0.6297872340425532,3
qwen3-0.6b,full_prompt_final,pos,random,2,0.951063829787234,0.5382978723404256,0.3278451225915484,0.6287234042553191,0
qwen3-0.6b,full_prompt_final,pos,random,3,0.973404255319149,0.5680851063829787,0.33618193931318513,0.6287234042553191,0
qwen3-0.6b,full_prompt_final,pos,random,4,0.9553191489361702,0.5202127659574468,0.3254011066072777,0.6287234042553191,5
qwen3-0.6b,full_prompt_final,pos,root-heldout,0,0.7725823591923485,0.4760892667375133,0.29506982823583217,0.563230605738576,22
qwen3-0.6b,full_prompt_final,pos,root-heldout,1,0.8542553191489362,0.44042553191489364,0.2976206396121995,0.6574468085106383,27
qwen3-0.6b,full_prompt_final,pos,root-heldout,2,0.898936170212766,0.46702127659574466,0.3418380447198896,0.6170212765957447,6
qwen3-0.6b,full_prompt_final,pos,root-heldout,3,0.9074468085106383,0.5031914893617021,0.3369230668906685,0.6712765957446809,14
qwen3-0.6b,full_prompt_final,pos,root-heldout,4,0.8691489361702127,0.46170212765957447,0.3320824716823894,0.6361702127659574,22
qwen3-0.6b,metadata_free_prompt_final,gender,lemma-heldout,0,0.8319148936170213,0.5393617021276595,0.48903744154662143,0.6542553191489362,5
qwen3-0.6b,metadata_free_prompt_final,gender,lemma-heldout,1,0.8680851063829788,0.5234042553191489,0.4791496603687707,0.6808510638297872,18
qwen3-0.6b,metadata_free_prompt_final,gender,lemma-heldout,2,0.7946808510638298,0.5255319148936171,0.49642292594567844,0.6425531914893617,18
qwen3-0.6b,metadata_free_prompt_final,gender,lemma-heldout,3,0.8351063829787234,0.5382978723404256,0.5061016949152543,0.6180851063829788,19
qwen3-0.6b,metadata_free_prompt_final,gender,lemma-heldout,4,0.7912673056443025,0.5271565495207667,0.5067483791585822,0.5346112886048988,27
qwen3-0.6b,metadata_free_prompt_final,gender,random,0,0.9351063829787234,0.5531914893617021,0.5010010313656494,0.625531914893617,3
qwen3-0.6b,metadata_free_prompt_final,gender,random,1,0.9372340425531915,0.5457446808510639,0.4946102928862917,0.625531914893617,10
qwen3-0.6b,metadata_free_prompt_final,gender,random,2,0.9372340425531915,0.5404255319148936,0.4810320060934776,0.6265957446808511,22
qwen3-0.6b,metadata_free_prompt_final,gender,random,3,0.9393617021276596,0.5468085106382978,0.4954133064516129,0.6265957446808511,13
qwen3-0.6b,metadata_free_prompt_final,gender,random,4,0.9243876464323749,0.5537806176783813,0.5052830117505045,0.6261980830670927,10
qwen3-0.6b,metadata_free_prompt_final,gender,root-heldout,0,0.8138297872340425,0.5436170212765957,0.5067463681164844,0.6021276595744681,3
qwen3-0.6b,metadata_free_prompt_final,gender,root-heldout,1,0.7648936170212766,0.55,0.5015737993434042,0.6468085106382979,4
qwen3-0.6b,metadata_free_prompt_final,gender,root-heldout,2,0.774468085106383,0.5234042553191489,0.5026549007010449,0.5468085106382978,22
qwen3-0.6b,metadata_free_prompt_final,gender,root-heldout,3,0.8276595744680851,0.5563829787234043,0.5180820654679577,0.7138297872340426,7
qwen3-0.6b,metadata_free_prompt_final,gender,root-heldout,4,0.8647497337593184,0.5654952076677316,0.5395244185040241,0.6208732694355698,6
qwen3-0.6b,metadata_free_prompt_final,number,lemma-heldout,0,0.924468085106383,0.7648936170212766,0.32659492440242716,0.8106382978723404,16
qwen3-0.6b,metadata_free_prompt_final,number,lemma-heldout,1,0.9138297872340425,0.752127659574468,0.3271170356691737,0.8436170212765958,11
qwen3-0.6b,metadata_free_prompt_final,number,lemma-heldout,2,0.9234042553191489,0.723404255319149,0.3284051398337113,0.8287234042553191,0
qwen3-0.6b,metadata_free_prompt_final,number,lemma-heldout,3,0.9361702127659575,0.7808510638297872,0.32034619696365124,0.8574468085106383,0
qwen3-0.6b,metadata_free_prompt_final,number,lemma-heldout,4,0.9350372736954207,0.7635782747603834,0.321401409521878,0.8668796592119276,19
qwen3-0.6b,metadata_free_prompt_final,number,random,0,0.9659574468085106,0.8,0.3170413936867183,0.8414893617021276,6
qwen3-0.6b,metadata_free_prompt_final,number,random,1,0.9617021276595744,0.8021276595744681,0.3075924865024391,0.8414893617021276,0
qwen3-0.6b,metadata_free_prompt_final,number,random,2,0.9670212765957447,0.8021276595744681,0.3177014517256854,0.8414893617021276,0
qwen3-0.6b,metadata_free_prompt_final,number,random,3,0.973404255319149,0.7882978723404256,0.3135669682076121,0.8414893617021276,9
qwen3-0.6b,metadata_free_prompt_final,number,random,4,0.9659211927582535,0.7902023429179978,0.31406516577782545,0.8413205537806177,1
qwen3-0.6b,metadata_free_prompt_final,number,root-heldout,0,0.898936170212766,0.7372340425531915,0.33333554427972895,0.8638297872340426,14
qwen3-0.6b,metadata_free_prompt_final,number,root-heldout,1,0.9351063829787234,0.6925531914893617,0.30601383861190107,0.8872340425531915,3
qwen3-0.6b,metadata_free_prompt_final,number,root-heldout,2,0.9446808510638298,0.7340425531914894,0.31537828322868916,0.824468085106383,7
qwen3-0.6b,metadata_free_prompt_final,number,root-heldout,3,0.9127659574468086,0.747872340425532,0.328346303455202,0.824468085106383,17
qwen3-0.6b,metadata_free_prompt_final,number,root-heldout,4,0.939297124600639,0.6975505857294995,0.3216832735485585,0.8072417465388712,5
qwen3-0.6b,metadata_free_prompt_final,pos,lemma-heldout,0,0.8597236981934112,0.5589798087141339,0.3421880280205207,0.6886291179596175,0
qwen3-0.6b,metadata_free_prompt_final,pos,lemma-heldout,1,0.8074468085106383,0.4531914893617021,0.3442791336572144,0.5989361702127659,5
qwen3-0.6b,metadata_free_prompt_final,pos,lemma-heldout,2,0.8446808510638298,0.5117021276595745,0.3419812539141285,0.6382978723404256,11
qwen3-0.6b,metadata_free_prompt_final,pos,lemma-heldout,3,0.7925531914893617,0.48936170212765956,0.35219362258963477,0.6351063829787233,0
qwen3-0.6b,metadata_free_prompt_final,pos,lemma-heldout,4,0.7946808510638298,0.43617021276595747,0.31367958899178877,0.5840425531914893,7
qwen3-0.6b,metadata_free_prompt_final,pos,random,0,0.9086078639744952,0.5409139213602551,0.3412318840538083,0.6291179596174282,11
qwen3-0.6b,metadata_free_prompt_final,pos,random,1,0.9308510638297872,0.5148936170212766,0.30271370051959723,0.6297872340425532,3
qwen3-0.6b,metadata_free_prompt_final,pos,random,2,0.9329787234042554,0.5521276595744681,0.36322702208082336,0.6287234042553191,14
qwen3-0.6b,metadata_free_prompt_final,pos,random,3,0.9425531914893617,0.55,0.359863006933467,0.6287234042553191,10
qwen3-0.6b,metadata_free_prompt_final,pos,random,4,0.9457446808510638,0.5287234042553192,0.3301601999563338,0.6287234042553191,0
qwen3-0.6b,metadata_free_prompt_final,pos,root-heldout,0,0.8076514346439958,0.4729011689691817,0.34114253286538504,0.563230605738576,7
qwen3-0.6b,metadata_free_prompt_final,pos,root-heldout,1,0.8670212765957447,0.4978723404255319,0.3426342335208801,0.6574468085106383,7
qwen3-0.6b,metadata_free_prompt_final,pos,root-heldout,2,0.85,0.45851063829787236,0.30149215255873124,0.6170212765957447,20
qwen3-0.6b,metadata_free_prompt_final,pos,root-heldout,3,0.8276595744680851,0.5170212765957447,0.3309950949924338,0.6712765957446809,0
qwen3-0.6b,metadata_free_prompt_final,pos,root-heldout,4,0.8787234042553191,0.44042553191489364,0.3205446089411293,0.6361702127659574,22
qwen3-0.6b,target_final_subtoken,gender,lemma-heldout,0,0.8446808510638298,0.498936170212766,0.453514680451615,0.6542553191489362,16
qwen3-0.6b,target_final_subtoken,gender,lemma-heldout,1,0.8489361702127659,0.5234042553191489,0.48259254162653087,0.6808510638297872,11
qwen3-0.6b,target_final_subtoken,gender,lemma-heldout,2,0.8606382978723405,0.5085106382978724,0.48217147435897434,0.6425531914893617,0
qwen3-0.6b,target_final_subtoken,gender,lemma-heldout,3,0.8436170212765958,0.5106382978723404,0.4844131562881563,0.6180851063829788,22
qwen3-0.6b,target_final_subtoken,gender,lemma-heldout,4,0.8029818956336529,0.5069222577209798,0.4975864894255071,0.5346112886048988,4
qwen3-0.6b,target_final_subtoken,gender,random,0,0.9531914893617022,0.5542553191489362,0.5048221566499997,0.625531914893617,1
qwen3-0.6b,target_final_subtoken,gender,random,1,0.9595744680851064,0.5691489361702128,0.5184517597950858,0.625531914893617,12
qwen3-0.6b,target_final_subtoken,gender,random,2,0.9542553191489361,0.5446808510638298,0.49751204012709577,0.6265957446808511,14
qwen3-0.6b,target_final_subtoken,gender,random,3,0.9414893617021277,0.551063829787234,0.5106944615764154,0.6265957446808511,8
qwen3-0.6b,target_final_subtoken,gender,random,4,0.952076677316294,0.5591054313099042,0.5115470829480118,0.6261980830670927,6
qwen3-0.6b,target_final_subtoken,gender,root-heldout,0,0.8553191489361702,0.5031914893617021,0.48893475879299286,0.6021276595744681,0
qwen3-0.6b,target_final_subtoken,gender,root-heldout,1,0.8723404255319149,0.548936170212766,0.5134076602643929,0.6468085106382979,3
qwen3-0.6b,target_final_subtoken,gender,root-heldout,2,0.8085106382978723,0.5148936170212766,0.5115302740918685,0.5468085106382978,5
qwen3-0.6b,target_final_subtoken,gender,root-heldout,3,0.823404255319149,0.5351063829787234,0.4894853468449827,0.7138297872340426,8
qwen3-0.6b,target_final_subtoken,gender,root-heldout,4,0.8434504792332268,0.5356762513312034,0.48634447455585667,0.6208732694355698,8
qwen3-0.6b,target_final_subtoken,number,lemma-heldout,0,0.951063829787234,0.7329787234042553,0.3255044015993971,0.8106382978723404,9
qwen3-0.6b,target_final_subtoken,number,lemma-heldout,1,0.95,0.7712765957446809,0.34137546293495724,0.8436170212765958,16
qwen3-0.6b,target_final_subtoken,number,lemma-heldout,2,0.9319148936170213,0.7244680851063829,0.32881634685823324,0.8287234042553191,22
qwen3-0.6b,target_final_subtoken,number,lemma-heldout,3,0.9340425531914893,0.725531914893617,0.3275323048235071,0.8574468085106383,25
qwen3-0.6b,target_final_subtoken,number,lemma-heldout,4,0.9616613418530351,0.7380191693290735,0.31282859043018657,0.8668796592119276,15
qwen3-0.6b,target_final_subtoken,number,random,0,0.9702127659574468,0.798936170212766,0.33797915562621444,0.8414893617021276,25
qwen3-0.6b,target_final_subtoken,number,random,1,0.9691489361702128,0.7936170212765957,0.33564735131000195,0.8414893617021276,16
qwen3-0.6b,target_final_subtoken,number,random,2,0.9744680851063829,0.8053191489361702,0.3488334530141068,0.8414893617021276,6
qwen3-0.6b,target_final_subtoken,number,random,3,0.9808510638297873,0.7861702127659574,0.3158573207353695,0.8414893617021276,12
qwen3-0.6b,target_final_subtoken,number,random,4,0.9733759318423855,0.7976570820021299,0.3316202902409799,0.8413205537806177,12
qwen3-0.6b,target_final_subtoken,number,root-heldout,0,0.924468085106383,0.723404255319149,0.32622243253319566,0.8638297872340426,2
qwen3-0.6b,target_final_subtoken,number,root-heldout,1,0.9457446808510638,0.8191489361702128,0.3337407006718222,0.8872340425531915,19
qwen3-0.6b,target_final_subtoken,number,root-heldout,2,0.951063829787234,0.698936170212766,0.34263167632644453,0.824468085106383,17
qwen3-0.6b,target_final_subtoken,number,root-heldout,3,0.9202127659574468,0.6723404255319149,0.31447155210273653,0.824468085106383,19
qwen3-0.6b,target_final_subtoken,number,root-heldout,4,0.9659211927582535,0.6954206602768903,0.32084471463579173,0.8072417465388712,19
qwen3-0.6b,target_final_subtoken,pos,lemma-heldout,0,0.8650371944739639,0.4707757704569607,0.30765300764973763,0.6886291179596175,19
qwen3-0.6b,target_final_subtoken,pos,lemma-heldout,1,0.8553191489361702,0.45,0.32917016333435756,0.5989361702127659,8
qwen3-0.6b,target_final_subtoken,pos,lemma-heldout,2,0.8468085106382979,0.46595744680851064,0.3269646748562411,0.6382978723404256,6
qwen3-0.6b,target_final_subtoken,pos,lemma-heldout,3,0.8712765957446809,0.4765957446808511,0.357855291619013,0.6351063829787233,4
qwen3-0.6b,target_final_subtoken,pos,lemma-heldout,4,0.8148936170212766,0.4425531914893617,0.33126939685245943,0.5840425531914893,14
qwen3-0.6b,target_final_subtoken,pos,random,0,0.9298618490967057,0.5154091392136025,0.3430184320526694,0.6291179596174282,3
qwen3-0.6b,target_final_subtoken,pos,random,1,0.9297872340425531,0.5361702127659574,0.3579633049222248,0.6297872340425532,27
qwen3-0.6b,target_final_subtoken,pos,random,2,0.9446808510638298,0.5255319148936171,0.34290285523163777,0.6287234042553191,15
qwen3-0.6b,target_final_subtoken,pos,random,3,0.951063829787234,0.5255319148936171,0.31349109126743596,0.6287234042553191,7
qwen3-0.6b,target_final_subtoken,pos,random,4,0.9531914893617022,0.5372340425531915,0.34849196777889113,0.6287234042553191,9
qwen3-0.6b,target_final_subtoken,pos,root-heldout,0,0.8374070138150903,0.44208289054197664,0.3311127948293611,0.563230605738576,12
qwen3-0.6b,target_final_subtoken,pos,root-heldout,1,0.8372340425531914,0.4542553191489362,0.3218416724058941,0.6574468085106383,27
qwen3-0.6b,target_final_subtoken,pos,root-heldout,2,0.8021276595744681,0.43617021276595747,0.30975419153168515,0.6170212765957447,14
qwen3-0.6b,target_final_subtoken,pos,root-heldout,3,0.825531914893617,0.4797872340425532,0.3214249279824168,0.6712765957446809,12
qwen3-0.6b,target_final_subtoken,pos,root-heldout,4,0.8287234042553191,0.4776595744680851,0.31266646988403174,0.6361702127659574,18
qwen3-0.6b,target_mean_span,gender,lemma-heldout,0,0.8670212765957447,0.5308510638297872,0.5017973225842507,0.6542553191489362,22
qwen3-0.6b,target_mean_span,gender,lemma-heldout,1,0.8191489361702128,0.5404255319148936,0.4949731119943886,0.6808510638297872,25
qwen3-0.6b,target_mean_span,gender,lemma-heldout,2,0.8851063829787233,0.5180851063829788,0.48934547429998165,0.6425531914893617,9
qwen3-0.6b,target_mean_span,gender,lemma-heldout,3,0.8574468085106383,0.5159574468085106,0.49857850464550546,0.6180851063829788,4
qwen3-0.6b,target_mean_span,gender,lemma-heldout,4,0.7699680511182109,0.5228966986155484,0.5031933789350365,0.5346112886048988,12
qwen3-0.6b,target_mean_span,gender,random,0,0.9553191489361702,0.5563829787234043,0.5056992505665203,0.625531914893617,23
qwen3-0.6b,target_mean_span,gender,random,1,0.9531914893617022,0.5340425531914894,0.492815752128666,0.625531914893617,25
qwen3-0.6b,target_mean_span,gender,random,2,0.9468085106382979,0.5904255319148937,0.5324524991634789,0.6265957446808511,2
qwen3-0.6b,target_mean_span,gender,random,3,0.9414893617021277,0.5340425531914894,0.4879588496609773,0.6265957446808511,7
qwen3-0.6b,target_mean_span,gender,random,4,0.9446219382321619,0.549520766773163,0.4903294021333956,0.6261980830670927,13
qwen3-0.6b,target_mean_span,gender,root-heldout,0,0.7755319148936171,0.5042553191489362,0.48405425651704825,0.6021276595744681,12
qwen3-0.6b,target_mean_span,gender,root-heldout,1,0.8340425531914893,0.5414893617021277,0.515678813548178,0.6468085106382979,13
qwen3-0.6b,target_mean_span,gender,root-heldout,2,0.7968085106382978,0.5095744680851064,0.4889129227165669,0.5468085106382978,0
qwen3-0.6b,target_mean_span,gender,root-heldout,3,0.8840425531914894,0.5148936170212766,0.4760312151616499,0.7138297872340426,19
qwen3-0.6b,target_mean_span,gender,root-heldout,4,0.8434504792332268,0.5197018104366348,0.49286702232760327,0.6208732694355698,6
qwen3-0.6b,target_mean_span,number,lemma-heldout,0,0.9308510638297872,0.7148936170212766,0.32065562352201044,0.8106382978723404,20
qwen3-0.6b,target_mean_span,number,lemma-heldout,1,0.9340425531914893,0.6904255319148936,0.3239060484700906,0.8436170212765958,15
qwen3-0.6b,target_mean_span,number,lemma-heldout,2,0.9276595744680851,0.7223404255319149,0.34999016328939603,0.8287234042553191,16
qwen3-0.6b,target_mean_span,number,lemma-heldout,3,0.9308510638297872,0.7468085106382979,0.33594354728769577,0.8574468085106383,14
qwen3-0.6b,target_mean_span,number,lemma-heldout,4,0.9659211927582535,0.7188498402555911,0.31863577863577863,0.8668796592119276,7
qwen3-0.6b,target_mean_span,number,random,0,0.9744680851063829,0.7776595744680851,0.3216557043118596,0.8414893617021276,9
qwen3-0.6b,target_mean_span,number,random,1,0.9606382978723405,0.7936170212765957,0.34075752489649774,0.8414893617021276,22
qwen3-0.6b,target_mean_span,number,random,2,0.9765957446808511,0.774468085106383,0.3150860094016172,0.8414893617021276,5
qwen3-0.6b,target_mean_span,number,random,3,0.9787234042553191,0.7808510638297872,0.3225397816028545,0.8414893617021276,24
qwen3-0.6b,target_mean_span,number,random,4,0.9755058572949947,0.7752928647497338,0.31825486545196613,0.8413205537806177,14
qwen3-0.6b,target_mean_span,number,root-heldout,0,0.9148936170212766,0.7595744680851064,0.3401884609026285,0.8638297872340426,22
qwen3-0.6b,target_mean_span,number,root-heldout,1,0.9382978723404255,0.8063829787234043,0.3437451123636659,0.8872340425531915,11
qwen3-0.6b,target_mean_span,number,root-heldout,2,0.9106382978723404,0.6585106382978724,0.3318287998701927,0.824468085106383,9
qwen3-0.6b,target_mean_span,number,root-heldout,3,0.9117021276595745,0.6872340425531915,0.3381625616985391,0.824468085106383,19
qwen3-0.6b,target_mean_span,number,root-heldout,4,0.9435569755058573,0.7188498402555911,0.3401533383199454,0.8072417465388712,20
qwen3-0.6b,target_mean_span,pos,lemma-heldout,0,0.8490967056323061,0.46014877789585545,0.3126495748445538,0.6886291179596175,20
qwen3-0.6b,target_mean_span,pos,lemma-heldout,1,0.8351063829787234,0.4553191489361702,0.3095901892942666,0.5989361702127659,6
qwen3-0.6b,target_mean_span,pos,lemma-heldout,2,0.8436170212765958,0.4521276595744681,0.3201573407388651,0.6382978723404256,8
qwen3-0.6b,target_mean_span,pos,lemma-heldout,3,0.874468085106383,0.46702127659574466,0.34403976633802974,0.6351063829787233,20
qwen3-0.6b,target_mean_span,pos,lemma-heldout,4,0.8117021276595745,0.451063829787234,0.3485756235097493,0.5840425531914893,7
qwen3-0.6b,target_mean_span,pos,random,0,0.9404888416578109,0.5239107332624867,0.3201142543531407,0.6291179596174282,11
qwen3-0.6b,target_mean_span,pos,random,1,0.9329787234042554,0.5276595744680851,0.35472204407195007,0.6297872340425532,15
qwen3-0.6b,target_mean_span,pos,random,2,0.9329787234042554,0.4978723404255319,0.3067328178653604,0.6287234042553191,10
qwen3-0.6b,target_mean_span,pos,random,3,0.9574468085106383,0.5255319148936171,0.31708842947064136,0.6287234042553191,13
qwen3-0.6b,target_mean_span,pos,random,4,0.9425531914893617,0.5095744680851064,0.3182373009863247,0.6287234042553191,0
qwen3-0.6b,target_mean_span,pos,root-heldout,0,0.793836344314559,0.44739638682252925,0.33311240602248476,0.563230605738576,11
qwen3-0.6b,target_mean_span,pos,root-heldout,1,0.85,0.4946808510638298,0.3135391281552244,0.6574468085106383,13
qwen3-0.6b,target_mean_span,pos,root-heldout,2,0.8202127659574469,0.4372340425531915,0.3139735739896572,0.6170212765957447,22
qwen3-0.6b,target_mean_span,pos,root-heldout,3,0.825531914893617,0.4595744680851064,0.3164082257446646,0.6712765957446809,6
qwen3-0.6b,target_mean_span,pos,root-heldout,4,0.8138297872340425,0.42127659574468085,0.3265165767271339,0.6361702127659574,4
